"","X","Plate","Measure","Row","Col.5","Col.6","Col.7","Blank","Date","ID","Block","Sex","Diet","DOB","Treatment","Weight","Fat.Scores.Dorsal","Fat.Scores.Pelvic","days.since.1st.trt","days.since.2nd.trt","trt.history","1st.trt","2nd.trt","blank.avg","blank.sd","cutoff.new","age.lab","Env","grid","age.wild","repro","body.length.mm","ticks.total","fleas","mites","Testes","H.poly","Pinworms","Cestode","repro.bin","Col.5.bcen","Col.6.bcen","Col.7.bcen","Col.5.avg","Col.6.avg","Col.7.avg","OD.avg","days.since.1st.D.inj","Plate.Env","trt.history2"
"426",426,17,1,"B",2.064,1.404,0.883,0.059,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.069125,0.006352903,0.088183709,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.994875,1.334875,0.813875,2.0014375,1.3334375,0.7969375,1.37727083333333,NA,"17Wild","Pos.Ctrl"
"427",427,17,1,"C",0.052,0.052,0.052,0.076,"10/07/2018",836599627,NA,"M","High",NA,NA,27,3,4,NA,NA,NA,NA,NA,0.069125,0.006352903,0.088183709,NA,"Wild",1,"A","S",85,9,0,1,NA,NA,NA,NA,"Reproductive",-0.017125,-0.017125,-0.017125,-0.0190625,-0.0205625,-0.0195625,-0.0197291666666667,NA,"17Wild",NA
"428",428,17,1,"D",0.052,0.054,0.053,0.066,"11/07/2018",15557845,NA,"F","High",NA,NA,24,2,2,NA,NA,NA,NA,NA,0.069125,0.006352903,0.088183709,NA,"Wild",2,"A","P",80,NA,0,0,NA,NA,NA,NA,"Reproductive",-0.017125,-0.015125,-0.016125,-0.0185625,-0.0195625,-0.0195625,-0.0192291666666667,NA,"17Wild",NA
"429",429,17,1,"E",0.061,0.057,0.052,0.068,"05/09/2018",836583578,NA,"M","High",NA,"D",19,2,2,36,NA,"D","D","",0.069125,0.006352903,0.088183709,NA,"Wild",2,"A","A",83,4,0,0,NA,NA,NA,NA,"Non-Reproductive",-0.00812500000000001,-0.012125,-0.017125,-0.00656250000000001,-0.0150625,-0.0195625,-0.0137291666666667,36,"17Wild","D"
"430",430,17,1,"F",1.56,0.943,0.576,0.078,"28/08/2018",836613123,NA,"M","High",NA,"DD",18,2,2,28,0,"D","D","",0.069125,0.006352903,0.088183709,NA,"Wild",2,"A","S",78,1,0,4,NA,NA,NA,NA,"Reproductive",1.490875,0.873875,0.506875,1.4729375,0.8629375,0.5049375,0.9469375,28,"17Wild","D"
"431",431,17,1,"G",0.06,0.054,0.054,0.064,"24/07/2018",841106371,NA,"M","High",NA,"AD",24.5,2,2,19,NA,"A","A","",0.069125,0.006352903,0.088183709,NA,"Wild",2,"A","S",90,0,0,0,NA,NA,NA,NA,"Reproductive",-0.00912500000000001,-0.015125,-0.015125,-0.0105625,-0.0170625,-0.0155625,-0.0143958333333333,NA,"17Wild","A"
"432",432,17,1,"H",0.056,0.053,0.061,0.066,"21/08/2018",836599627,NA,"M","Low",NA,NA,25,2,3,NA,NA,NA,NA,NA,0.069125,0.006352903,0.088183709,NA,"Wild",3,"A","S",98,6,0,1,NA,NA,NA,NA,"Reproductive",-0.013125,-0.016125,-0.00812500000000001,-0.00956250000000001,-0.0165625,-0.0055625,-0.0105625,NA,"17Wild",NA
"433",433,18,1,"A",2.311,1.554,1.016,0.073,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0615,0.006751543,0.081754629,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2495,1.4925,0.9545,2.2690833335,1.4920833335,0.9625833335,1.5745833335,NA,"18Wild","Pos.Ctrl"
"434",434,18,1,"B",2.278,1.653,1.038,0.068,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0615,0.006751543,0.081754629,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2165,1.5915,0.9765,2.2270833335,1.5815833335,0.9755833335,1.59475000016667,NA,"18Wild","Pos.Ctrl"
"435",435,18,1,"C",1.677,1.122,0.643,0.057,"14/08/2018",841098806,NA,"F","Low",NA,"DD",15.5,2,2,20,0,"D","D","",0.0615,0.006751543,0.081754629,NA,"Wild",3,"A","P",65,0,0,2,NA,NA,NA,NA,"Reproductive",1.6155,1.0605,0.5815,1.6315833335,1.0360833335,0.5775833335,1.08175000016667,20,"18Wild","D"
"436",436,18,1,"D",0.117,0.287,0.154,0.054,"23/08/2018",841076790,NA,"F","Low",NA,"DA",21.5,2,2,51,30,"DA","D","A",0.0615,0.006751543,0.081754629,NA,"Wild",3,"A","L",92,0,0,0,NA,NA,NA,NA,"Reproductive",0.0555,0.2255,0.0925,0.0575833335,0.2305833335,0.0945833335,0.1275833335,51,"18Wild","DA"
"437",437,18,1,"E",0.69,0.41,0.23,0.12,"23/08/2018",840121589,NA,"F","Low",NA,"D",12.5,2,2,15,NA,"D","D","",0.0615,0.006751543,0.081754629,NA,"Wild",4,"SA","NP",68,1,0,1,NA,NA,NA,NA,"Non-Reproductive",0.6285,0.3485,0.1685,0.6530833335,0.3570833335,0.1720833335,0.3940833335,15,"18Wild","D"
"438",438,18,1,"F",1.096,0.665,0.372,0.06,"18/07/2018",835338101,NA,"F","High",NA,"DD",21,2,3,13,NA,"D","D","",0.0615,0.006751543,0.081754629,NA,"Wild",2,"A","P",81,0,0,4,NA,NA,NA,NA,"Reproductive",1.0345,0.6035,0.3105,1.0465833335,0.6055833335,0.3150833335,0.655750000166667,13,"18Wild","D"
"439",439,18,1,"G",0.768,0.437,0.256,0.057,"02/08/2018",835340593,NA,"M","Low",NA,"DD",18.5,3,3,21,2,"DD","D","D",0.0615,0.006751543,0.081754629,NA,"Wild",3,"A","S",78,0,0,0,NA,NA,NA,NA,"Reproductive",0.7065,0.3755,0.1945,0.7230833335,0.3785833335,0.1985833335,0.433416666833333,21,"18Wild","D"
"440",440,18,1,"H",2.757,2.404,1.744,0.311,"07/08/2018",835338101,NA,"F","High",NA,"DD",26,2,2,33,14,"DD","D","D",0.0615,0.006751543,0.081754629,NA,"Wild",2,"A","G",88,0,0,0,NA,NA,NA,NA,"Reproductive",2.6955,2.3425,1.6825,2.6540833335,2.3430833335,1.6965833335,2.23125000016667,33,"18Wild","DD"
"441",441,19,1,"A",2.281,1.706,1.13,0.066,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.06325,0.006057021,0.081421062,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21775,1.64275,1.06675,2.2393125,1.6358125,1.0453125,1.64014583333333,NA,"19Wild","Pos.Ctrl"
"442",442,19,1,"B",2.157,1.434,0.886,0.06,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.06325,0.006057021,0.081421062,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09375,1.37075,0.82275,2.0598125,1.3658125,0.7998125,1.40847916666667,NA,"19Wild","Pos.Ctrl"
"443",443,19,1,"C",1.931,1.263,0.79,0.069,"14/08/2018",836840260,NA,"M","Low",NA,"DA",16,2,2,33,14,"DA","D","A",0.06325,0.006057021,0.081421062,NA,"Wild",3,"A","D",77,0,0,1,0.131,2,105,0,"Non-Reproductive",1.86775,1.19975,0.72675,1.8468125,1.1963125,0.7273125,1.2568125,33,"19Wild","DA"
"444",444,19,1,"D",0.72,0.428,0.242,0.062,"14/08/2018",835346074,NA,"M","High",NA,"AD",27,3,3,33,14,"AD","A","D",0.06325,0.006057021,0.081421062,NA,"Wild",1,"A","S",80,12,0,0,0.973,20,3,3,"Reproductive",0.65675,0.36475,0.17875,0.6763125,0.3648125,0.1798125,0.406979166666667,14,"19Wild","AD"
"445",445,19,1,"E",1.575,0.979,0.571,0.054,"05/09/2018",835339783,NA,"F","Low",NA,"AD",17.5,2,2,63,15,"AD","A","D",0.06325,0.006057021,0.081421062,NA,"Wild",4,"A","NP",92,8,0,0,NA,22,0,0,"Non-Reproductive",1.51175,0.91575,0.50775,1.5593125,0.9393125,0.5078125,1.00214583333333,15,"19Wild","AD"
"446",446,19,1,"F",1.95,1.311,0.822,0.056,"14/08/2018",836840794,NA,"M","Low",NA,"DD",25,3,3,40,14,"DD","D","D",0.06325,0.006057021,0.081421062,NA,"Wild",4,"A","S",80,0,0,1,1.001,22,45,0,"Reproductive",1.88675,1.24775,0.75875,1.8868125,1.2383125,0.7613125,1.29547916666667,40,"19Wild","DD"
"447",447,19,1,"G",1.55,0.937,0.576,0.066,"14/08/2018",836841827,NA,"M","Low",NA,"AD",23,3,3,41,14,"AD","A","D",0.06325,0.006057021,0.081421062,NA,"Wild",4,"A","S",89,0,1,1,0.862,42,30,0,"Reproductive",1.48675,0.87375,0.51275,1.5053125,0.9053125,0.5203125,0.976979166666667,14,"19Wild","AD"
"448",448,19,1,"H",0.055,0.061,0.054,0.073,NA,NA,NA,NA,NA,NA,"Blank",NA,NA,NA,NA,NA,"Blank","B","lank",0.06325,0.006057021,0.081421062,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00825,-0.00225,-0.00925,-0.0051875,-0.0021875,-0.0056875,-0.00435416666666667,NA,"19Wild","Blank"
